imdb,quote,title
112740,Crimson Tide is pop-action naval gazing at its finest.,Crimson Tide
112740,This is the rare kind of war movie that not only thrills people while theyre watching it but invites them to leave the theater actually discussing the issues.,Crimson Tide
112740,Because of the contained environment submarines make great settings for thrillers with the throbbing of the engines sounding like a pulse. Crimson Tide is no exception -- the atmosphere alone is sufficient to keep the audience on edge.,Crimson Tide
109508,Crumbs sense of humor is his saving personal grace and the movies insurance policy against total immersion into the morbid. But just so you know Crumb fully earns its most revealing screen credit: David Lynch Presents.,Crumb
112851,Rodriguezs second feature may be a rambling derivative exercise in gratuitous violence but its determination to proceed as if the word restraint never existed makes for gleeful entertainment.,Desperado
112851,Mr. Rodriguez may be good enough to make a film about anything but Desperado would collapse if its characters had to do anything but play with guns.,Desperado
112851,What Rodriguez has essentially done in Desperado is make a slicker more expensive copy of what came before. And what looked promising for $7000 looks tiresome for a whole lot more.,Desperado
112851,The routine gets tiresome for the Mariachi and for the audience too after about an hour.,Desperado
112851,Desperado is best when Rodriguez lets his playful side cut through the blare of a born filmmaker indulging his first chance at high-end Hollywood fireworks.,Desperado
112851,On the whole watching the film is about as much fun as sitting on a cactus.,Desperado
112851,What happens looks terrific. Now if [Rodriguez] can harness that technical facility to a screenplay thats more story than setup he might really have something.,Desperado
112851,Desperado which is nothing but set pieces snoozes between its scenes of carnage.,Desperado
112851,Bloated and overlong.,Desperado
112851,In this movie words and actions speak equally loudly.,Desperado
112857,Entering the main flow of the story relatively late Don Cheadle steals all his scenes as a live-wire trigger-happy old buddy of Easys from Texas while Sizemore and Mel Winkler as colorful underworld figures make strong impressions.,Devil in a Blue Dress
112857,Sheer pleasure.,Devil in a Blue Dress
112857,The role of Easy looks as tailor-made for Mr. Washington as his suit and it shows off the full effect of this actors movie-star dazzle.,Devil in a Blue Dress
112857,A fluid persuasive piece of movie-making graced with the considerable visual sophistication.,Devil in a Blue Dress
112857,The film also does a convincing job of re-creating Los Angeles of 1948 with both specificity and poetry.,Devil in a Blue Dress
112857,A bland workaday detective flick.,Devil in a Blue Dress
112857,The movie simmers with pungent suspense humor and eroticism.,Devil in a Blue Dress
112857,Franklins picture is effortlessly wise beneath its entertaining surface.,Devil in a Blue Dress
112857,A hoary Chinatown knock-off wrapped in a seductively novel black-culture veneer with a dash of Laura added for bad measure.,Devil in a Blue Dress
112857,First-rate American pulp -- fast absorbing and substantive.,Devil in a Blue Dress
112857,While Devil in a Blue Dress never develops the taut momentum of Franklins previous effort One False Move it maintains audience involvement.,Devil in a Blue Dress
112857,The fascinating bits of racial history that director Carl Franklin has folded into the vibrant milieu of a post-World War II Los Angeles pushes his Devil in a Blue Dress somewhat beyond the usual nostalgia/noir status.,Devil in a Blue Dress
112857,I liked the movie without quite being caught up in it: I liked the period tone and look more than the story which I never really cared much about.,Devil in a Blue Dress
112864,Degenerates into an improbable confusing series of chases and an overly involved heist that takes far too long to set up.,Die Hard 3: With a Vengeance
112864,Theres little wit or originality on offer just the familiar escalation of car chases and big bangs.,Die Hard 3: With a Vengeance
112864,Pure action with bigger and better explosions and stunts.,Die Hard 3: With a Vengeance
112864,Its a tense terrifically funny action dazzler with a wow level in special effects that will be hard to top.,Die Hard 3: With a Vengeance
112864,The big set pieces dont build really they just pile up.,Die Hard 3: With a Vengeance
112864,Explosions arent so funny anymore.,Die Hard 3: With a Vengeance
112864,Basically a wind-up action toy cleverly made and delivered with high energy. It delivers just what it advertises with a vengeance.,Die Hard 3: With a Vengeance
112864,While parts one and two built momentum to an exhausting exhilarating climax part three has too many peaks and valleys (and it seems more of the latter than the former).,Die Hard 3: With a Vengeance
112864,An audience on the edge of its seat doesnt quibble about plot points.,Die Hard 3: With a Vengeance
112864,Put to the sequel litmus test queasily spectacular Vengeance would only rate a footnote without a strong original to exploit -- or a protracted telephone-terrorist subplot to steal from Dirty Harry 1.,Die Hard 3: With a Vengeance
112887,Striking to look at though often offensively opportunistic this mainly comes across as a throwaway shocker with energy to spare. Theres not much thought in evidence though.,The Doom Generation
112887,A nihilistic comedy about a trio of alienated youngsters pic is bold not only in its art design but also in its narrative and tone a mixture of satire and horror with heavy dosage of steamy sex and macabre violence.,The Doom Generation
112887,Inspired by Godards classic Band Apart Arakis fifth feature is his most audacious and most technically accomplished film to date reflecting the larger than usual budget and gained experience.,The Doom Generation
112887,Imagine Natural Born Killers with a sense of humour.,The Doom Generation
112887,Sledgehammer direction heavy irony and the easiest imaginable targets hardly show talent off to good advantage.,The Doom Generation
112887,Its a savagely funny ride fueled by Arakis insight and blunt compassion.,The Doom Generation
